Quarter,Job_Vacancies,unemployed,Tightness,unemployment_rate,underemployment_rate,underutilisation_rate,tightness_change,unemployment_change,underemployment_change,underutilisation_change
2013-11-15,138.9,704.4834072,0.19716575093239472,5.7963953,7.4686334,13.2650287,-5.284627136243891e-4,-0.04728439999999967,-0.11736090000000043,-0.1646453000000001
2014-02-15,143.2,716.6506752,0.19981841217136412,5.8764362,7.50141,13.3778461,0.0026526612389694004,0.0800408999999993,0.032776600000000045,0.11281739999999907
2014-05-15,147.4,725.7310168,0.20310555369389857,5.9300032,7.7656841,13.6956873,0.0032871415225344536,0.05356700000000014,0.26427409999999973,0.31784120000000016
2014-08-15,146.6,750.3199282,0.19538332182071985,6.1004595,8.3910955,14.491555,-0.00772223187317872,0.17045630000000056,0.6254114000000008,0.7958677000000005
2014-11-15,149.7,775.643173,0.1930011185697627,6.2968366,8.6458368,14.9426735,-0.0023822032509571434,0.19637709999999942,0.25474129999999917,0.45111849999999976
2015-02-15,151.9,765.4346024,0.1984493508964993,6.153363,8.5261943,14.6795573,0.0054482323267365795,-0.1434736000000001,-0.11964249999999943,-0.2631161999999989
2015-05-15,157.8,739.780418,0.2133065382111804,5.9311165,8.38765,14.3187665,0.014857187314681108,-0.2222464999999998,-0.1385442999999995,-0.3607908000000002
2015-08-15,161.5,762.5893193,0.21177847094455104,6.0873908,8.4211644,14.5085552,-0.0015280672666293516,0.15627429999999976,0.03351439999999961,0.18978869999999937
2015-11-15,167.4,739.0840099,0.2264965792219611,5.8503965000000004,8.5757925,14.426189,0.014718108277410047,-0.23699429999999921,0.15462810000000005,-0.08236619999999917
2016-02-15,172.2,720.1520634,0.2391161655317698,5.6944376,8.3741817,14.0686193,0.012619586309808695,-0.1559589000000008,-0.20161080000000098,-0.3575697000000009
2016-05-15,171.3,724.7051985,0.2363719762940268,5.7217096,8.3382655,14.0599751,-0.002744189237743,0.027271999999999963,-0.035916199999999066,-0.008644199999999103
2016-08-15,177.1,711.2692546,0.248991501958842,5.6149592,8.7746816,14.3896408,0.012619525664815223,-0.10675039999999925,0.43641609999999886,0.3296656999999996
2016-11-15,182.4,733.6660547,0.2486144736171341,5.767118,8.4831731,14.2502911,-3.7702834170791344e-4,0.1521587999999996,-0.29150849999999906,-0.13934970000000035
2017-02-15,185.1,752.4392372,0.2459999304246809,5.8932819,8.9852327,14.8785146,-0.0026145431924531892,0.12616389999999988,0.502059599999999,0.6282235000000007
2017-05-15,185.8,714.389182,0.26008232582670887,5.547534,8.7339425,14.2814765,0.014082395402027964,-0.3457479000000001,-0.2512901999999997,-0.5970381000000007
2017-08-15,200.1,718.9233614,0.2783328665385612,5.5297218,8.5784841,14.1082059,0.018250540711852337,-0.017812199999999834,-0.15545839999999878,-0.17327060000000039
2017-11-15,205.1,713.5357832,0.2874417861430667,5.4541362,8.5177186,13.9718549,0.009108919604505494,-0.07558560000000014,-0.06076550000000047,-0.13635099999999944
2018-02-15,213.1,734.3318949,0.2901957568233089,5.5816517,8.4847191,14.0663708,0.0027539706802421904,0.12751550000000034,-0.03299950000000074,0.09451589999999932
2018-05-15,223.5,715.7548996,0.3122577297408695,5.4366145,8.5273163,13.9639309,0.022061972917560624,-0.14503719999999998,0.04259720000000122,-0.10243990000000025
2018-08-15,227.1,696.4967109,0.32606040552086113,5.243611,8.1489993,13.3926103,0.013802675779991613,-0.19300350000000055,-0.3783170000000009,-0.5713206
2018-11-15,232.4,680.8067817,0.3413597018227235,5.1088827,8.5166291,13.6255118,0.015299296301862386,-0.1347282999999999,0.36762979999999956,0.23290150000000054
2019-02-15,232.5,668.723721,0.3476772136216774,4.9928323,7.9757904,12.9686227,0.006317511798953901,-0.11605039999999978,-0.5408386999999992,-0.6568891000000008
2019-05-15,227.2,701.0482839,0.3240860939507108,5.1974091,8.7170283,13.9144373,-0.02359111967096661,0.2045767999999999,0.7412379000000007,0.9458146000000003
2019-08-15,221.8,714.9504288,0.3102312986541984,5.2574442,8.4635433,13.7209874,-0.013854795296512401,0.06003510000000034,-0.2534850000000013,-0.19344989999999918
2019-11-15,230.6,702.28350150000006,0.32835742190648626,5.1724506,8.3160757,13.4885263,0.01812612325228785,-0.08499359999999978,-0.1474675999999988,-0.2324611000000001
2020-02-15,227.4,696.7657758,0.3263650539363934,5.1131966,8.5557672,13.6689639,-0.0019923679700928343,-0.05925400000000014,0.23969149999999928,0.18043759999999942
2020-05-15,128.4,905.7492634,0.1417610868575397,6.9919538,13.2885048,20.2804586,-0.18460396707885374,1.8787572,4.7327376,6.6114947
2020-08-15,203.3,914.9496298,0.2221980242173983,6.7928513,11.080749,17.8736003,0.0804369373598586,-0.1991025000000004,-2.2077557999999993,-2.4068582999999997
2020-11-15,260.1,931.3905817,0.27925985629493727,6.811051,9.3199091,16.1309601,0.05706183207753898,0.018199700000000263,-1.7608399000000006,-1.7426402000000003
2021-02-15,287.8,800.7241553,0.3594246509176092,5.8478151,8.3825609,14.230376,0.08016479462267195,-0.9632358999999999,-0.9373482000000006,-1.9005840999999997
2021-05-15,366.7,702.3935552,0.5220719883962853,5.1138169,7.7129497,12.8267666,0.1626473374786761,-0.7339982000000003,-0.6696111999999994,-1.4036094000000006
2021-08-15,329.2,620.8088814,0.5302759188264409,4.5727138,9.1460967,13.7188106,0.008203930430155548,-0.5411031,1.433146999999999,0.8920440000000003
2021-11-15,406.5,638.6901108,0.6364588916068121,4.6336312,7.5224201,12.1560513,0.10618297278037125,0.06091740000000012,-1.6236765999999996,-1.5627592999999997
2022-02-15,422.8,561.4706822,0.7530223988603478,4.0320085,6.6348717,10.6668802,0.1165635072535357,-0.6016227000000001,-0.8875484,-1.4891711
2022-05-15,473.1,553.2169044,0.8551799416055589,3.9421647,5.9822675,9.9244323,0.10215754274521105,-0.0898437999999997,-0.6526041999999999,-0.7424479000000002
2022-08-15,466.7,499.686564,0.9339854893516808,3.5263235,5.9885483,9.5148718,0.07880554774612192,-0.4158412,0.006280799999999864,-0.40956049999999955
2022-11-15,451.3,502.3423686,0.8983912729832998,3.5165842,5.9067407,9.4233249,-0.035594216368381004,-0.009739300000000117,-0.08180759999999943,-0.0915468999999991
2023-02-15,439.1,518.2826395,0.847221123253541,3.6110496,5.93768,9.5487296,-0.05117014972975875,0.09446539999999981,0.030939300000000003,0.12540469999999893
2023-05-15,422.3,521.4945838,0.8097878925660282,3.590103,6.439176,10.029279,-0.03743323068751281,-0.020946599999999815,0.5014959999999995,0.480549400000001
2023-08-15,399.8,538.7903595,0.7420325789997733,3.6786112,6.6064813,10.2850924,-0.06775531356625497,0.08850820000000015,0.16730529999999977,0.2558133999999992
2023-11-15,385.1,581.3258214,0.6624512206813183,3.9323142,6.595437,10.5277512,-0.07958135831845492,0.2537029999999998,-0.011044299999999119,0.24265880000000095
2024-02-15,359.7,553.6354356,0.6497055225704197,3.7413408,6.6474091,10.38875,-0.012745698110898651,-0.19097339999999985,0.05197209999999952,-0.13900120000000094
2024-05-15,346.3,595.7538942,0.581280296060883,4.0051119,6.6825271,10.687639,-0.06842522650953664,0.26377110000000004,0.03511799999999976,0.29888900000000085
2024-08-15,332.7,620.4231028,0.5362469555026377,4.1253233,6.5125089,10.6378322,-0.04503334055824537,0.12021139999999964,-0.17001819999999945,-0.049806800000000706
2024-11-15,346.3,592.7508335,0.5842252434386497,3.9364603,6.0328308,9.969291,0.047978287936012,-0.188863,-0.4796781000000001,-0.6685412
2025-02-15,325,614.1193929,0.5292130549163774,4.0741254,5.9519472,10.026072599999999,-0.0550121885222723,0.13766509999999998,-0.08088359999999994,0.05678159999999899
2025-05-15,336.7,623.1556402,0.5403144548157136,4.1013581,5.8277901,9.9291482,0.011101399899336228,0.027232699999999888,-0.12415710000000058,-0.09692439999999891
2025-08-15,327.9,647.6805778,0.5062680760225816,4.2447033,5.7076093,9.9523126,-0.03404637879313199,0.14334520000000062,-0.12018079999999998,0.02316440000000064
2025-11-15,328.7,659.8030084,0.4981789955718547,4.3223122,6.1835449,10.5058571,-0.008089080450726926,0.07760889999999954,0.47593560000000057,0.5535444999999992
2026-02-15,336.6,661.7156579,0.5086777016403439,4.3050169,5.9078279,10.2128448,0.010498706068489183,-0.01729529999999979,-0.2757170000000002,-0.2930123000000009
2026-05-15,329.5,674.1079888,0.488794088594845,4.3796061,6.3101573,10.6897635,-0.01988361304549885,0.07458920000000013,0.40232940000000017,0.4769187000000006
